waterTemperature;outsideTemperature;date
18.1;34.73;27/09/2005
18.1;36.34;28/09/2005
18.1;37.55;29/09/2005
18.1;36.37;30/09/2005
17.7;37.19;01/10/2005
17.7;37.97;02/10/2005
17.7;37.84;03/10/2005
17.7;39.4;04/10/2005
17.7;43.15;05/10/2005
17.7;43.54;06/10/2005
17.7;41.5;07/10/2005
17.7;38.47;08/10/2005
17.7;38.37;09/10/2005
17.7;37.96;10/10/2005
17.7;37.01;11/10/2005
17.7;35.04;12/10/2005
17.7;34.56;13/10/2005
17.7;32.57;14/10/2005
17.7;31.32;15/10/2005
17.7;30.64;16/10/2005
17.7;30.2;17/10/2005
17.7;30.12;18/10/2005
17.7;29.58;19/10/2005
17.7;30.16;20/10/2005
17.7;30.94;21/10/2005
17.7;31.88;22/10/2005
17.7;33.18;23/10/2005
17.7;34.72;24/10/2005
17.7;35.91;25/10/2005
17.7;37.87;26/10/2005
17.7;39.01;27/10/2005
17.7;38.97;28/10/2005
17.7;37.97;29/10/2005
17.7;36.83;30/10/2005
17.7;34.01;31/10/2005
17.0;32.1;01/11/2005
17.0;31.79;02/11/2005
17.0;31.06;03/11/2005
17.0;29.29;04/11/2005
17.0;27.04;05/11/2005
17.0;25.16;06/11/2005
17.0;23.84;07/11/2005
17.0;23.76;08/11/2005
17.0;19.97;09/11/2005
17.0;20.65;10/11/2005
17.0;25.16;11/11/2005
17.0;24.92;12/11/2005
17.0;26.71;13/11/2005
17.0;33.65;14/11/2005
17.0;38.27;15/11/2005
17.0;42.45;16/11/2005
17.0;45.09;17/11/2005
17.0;51.42;18/11/2005
17.0;54.54;19/11/2005
17.0;56.32;20/11/2005
17.0;57.16;21/11/2005
17.0;56.76;22/11/2005
17.0;54.19;23/11/2005
17.0;50.84;24/11/2005
17.0;42.27;25/11/2005
17.0;39.14;26/11/2005
17.0;36.79;27/11/2005
17.0;36.68;28/11/2005
17.0;36.49;29/11/2005
17.0;37.26;30/11/2005
15.5;38.57;01/12/2005
15.5;39.41;02/12/2005
15.5;39.55;03/12/2005
15.5;39.42;04/12/2005
15.5;41.26;05/12/2005
15.5;41.64;06/12/2005
15.5;44.4;07/12/2005
15.5;53.17;08/12/2005
15.5;57.7;09/12/2005
15.5;61.27;10/12/2005
15.5;64.48;11/12/2005
15.5;66.56;12/12/2005
15.5;68.16;13/12/2005
15.5;69.21;14/12/2005
15.5;68.3;15/12/2005
15.5;67.22;16/12/2005
15.5;65.09;17/12/2005
15.5;63.46;18/12/2005
15.5;61.72;19/12/2005
15.5;60.91;20/12/2005
15.5;60.31;21/12/2005
15.5;60.34;22/12/2005
15.5;60.89;23/12/2005
15.5;61.16;24/12/2005
15.5;61.54;25/12/2005
15.5;61.5;26/12/2005
15.5;61.68;27/12/2005
15.5;61.89;28/12/2005
15.5;61.22;29/12/2005
15.5;61.3;30/12/2005
15.5;61.71;31/12/2005
14.3;63.02;01/01/2006
14.3;63.14;02/01/2006
14.3;63.88;03/01/2006
14.3;64.12;04/01/2006
14.3;64.49;05/01/2006
14.3;66.48;06/01/2006
14.3;68.11;07/01/2006
14.3;68.07;08/01/2006
14.3;66.79;09/01/2006
14.3;64.76;10/01/2006
14.3;62.08;11/01/2006
14.3;60.29;12/01/2006
14.3;58.74;13/01/2006
14.3;56.37;14/01/2006
14.3;53.8;15/01/2006
14.3;52.24;16/01/2006
14.3;50.69;17/01/2006
14.3;47.29;18/01/2006
14.3;46.06;19/01/2006
14.3;46.22;20/01/2006
14.3;45.57;21/01/2006
14.3;45.96;22/01/2006
14.3;45.5;23/01/2006
14.3;45.55;24/01/2006
14.3;46.16;25/01/2006
14.3;42.56;26/01/2006
14.3;41.84;27/01/2006
14.3;40.73;28/01/2006
14.3;40.6;29/01/2006
14.3;41.85;30/01/2006
14.3;43.58;31/01/2006
13.8;43.24;01/02/2006
13.8;42.32;02/02/2006
13.8;40.03;03/02/2006
13.8;43.96;04/02/2006
13.8;41.07;05/02/2006
13.8;38.51;06/02/2006
13.8;34.74;07/02/2006
13.8;36.79;08/02/2006
13.8;35.67;09/02/2006
13.8;36.08;10/02/2006
13.8;36.29;11/02/2006
13.8;27.52;12/02/2006
13.8;26.46;13/02/2006
13.8;24.69;14/02/2006
13.8;23.92;15/02/2006
13.8;21.05;16/02/2006
13.8;18.7;17/02/2006
13.8;20.07;18/02/2006
13.8;20.59;19/02/2006
13.8;21.86;20/02/2006
13.8;21.11;21/02/2006
13.8;21.91;22/02/2006
13.8;20.83;23/02/2006
13.8;19.83;24/02/2006
13.8;18.22;25/02/2006
13.8;17.93;26/02/2006
13.8;17.9;27/02/2006
13.8;15.84;28/02/2006
13.8;15.61;01/03/2006
13.8;16.18;02/03/2006
13.8;16.89;03/03/2006
13.8;16.9;04/03/2006
13.8;16.71;05/03/2006
13.8;18.68;06/03/2006
13.8;22.59;07/03/2006
13.8;21.92;08/03/2006
13.8;18.65;09/03/2006
13.8;17.25;10/03/2006
13.8;22.79;11/03/2006
13.8;18.23;12/03/2006
13.8;16.15;13/03/2006
13.8;16.2;14/03/2006
13.8;15.79;15/03/2006
13.8;15.56;16/03/2006
13.8;15.21;17/03/2006
13.8;15.05;18/03/2006
13.8;15.35;19/03/2006
13.8;15.43;20/03/2006
13.8;15.4;21/03/2006
13.8;14.93;22/03/2006
13.8;15.63;23/03/2006
13.8;15.49;24/03/2006
13.8;16.0;25/03/2006
13.8;15.41;26/03/2006
13.8;15.38;27/03/2006
13.8;15.5;28/03/2006
13.8;14.9;29/03/2006
13.8;12.79;30/03/2006
13.8;11.17;31/03/2006
15.2;10.55;01/04/2006
15.2;8.62;02/04/2006
15.2;5.57;03/04/2006
15.2;4.49;04/04/2006
15.2;2.79;05/04/2006
15.2;6.85;06/04/2006
15.2;9.7;07/04/2006
15.2;14.06;08/04/2006
15.2;16.72;09/04/2006
15.2;18.65;10/04/2006
15.2;20.98;11/04/2006
15.2;23.82;12/04/2006
15.2;25.58;13/04/2006
15.2;25.58;14/04/2006
15.2;26.13;15/04/2006
15.2;26.0;16/04/2006
15.2;24.65;17/04/2006
15.2;23.9;18/04/2006
15.2;22.94;19/04/2006
15.2;19.93;20/04/2006
15.2;17.82;21/04/2006
15.2;15.51;22/04/2006
15.2;15.17;23/04/2006
15.2;20.23;24/04/2006
15.2;19.43;25/04/2006
15.2;16.99;26/04/2006
15.2;16.29;27/04/2006
15.2;15.71;28/04/2006
15.2;16.02;29/04/2006
15.2;21.39;30/04/2006
16.5;22.87;01/05/2006
16.5;27.93;02/05/2006
16.5;26.7;03/05/2006
16.5;28.88;04/05/2006
16.5;30.67;05/05/2006
16.5;32.7;06/05/2006
16.5;32.77;07/05/2006
16.5;32.86;08/05/2006
16.5;32.48;09/05/2006
16.5;31.76;10/05/2006
16.5;30.62;11/05/2006
16.5;31.16;12/05/2006
16.5;31.08;13/05/2006
16.5;31.62;14/05/2006
16.5;32.88;15/05/2006
16.5;34.32;16/05/2006
16.5;35.9;17/05/2006
16.5;36.25;18/05/2006
16.5;36.26;19/05/2006
16.5;37.96;20/05/2006
16.5;39.28;21/05/2006
16.5;40.85;22/05/2006
16.5;42.71;23/05/2006
16.5;50.26;24/05/2006
16.5;52.61;25/05/2006
16.5;53.09;26/05/2006
16.5;54.36;27/05/2006
16.5;54.27;28/05/2006
16.5;53.88;29/05/2006
16.5;54.13;30/05/2006
16.5;54.01;31/05/2006
17.3;54.14;01/06/2006
17.3;54.01;02/06/2006
17.3;53.53;03/06/2006
17.3;52.83;04/06/2006
17.3;51.72;05/06/2006
17.3;50.8;06/06/2006
17.3;45.1;07/06/2006
17.3;44.01;08/06/2006
17.3;41.44;09/06/2006
17.3;40.87;10/06/2006
17.3;40.68;11/06/2006
17.3;39.18;12/06/2006
17.3;38.64;13/06/2006
17.3;37.74;14/06/2006
17.3;36.18;15/06/2006
17.3;35.4;16/06/2006
17.3;36.33;17/06/2006
17.3;36.5;18/06/2006
17.3;37.69;19/06/2006
17.3;38.56;20/06/2006
17.3;38.92;21/06/2006
17.3;36.76;22/06/2006
17.3;38.48;23/06/2006
17.3;37.37;24/06/2006
17.3;37.8;25/06/2006
17.3;36.0;26/06/2006
17.3;33.92;27/06/2006
17.3;32.12;28/06/2006
17.3;29.24;29/06/2006
17.3;28.98;30/06/2006
17.2;28.42;01/07/2006
17.2;28.58;02/07/2006
17.2;26.1;03/07/2006
17.2;26.8;04/07/2006
17.2;24.1;05/07/2006
17.2;24.47;06/07/2006
17.2;23.66;07/07/2006
17.2;26.84;08/07/2006
17.2;22.51;09/07/2006
17.2;24.52;10/07/2006
17.2;31.14;11/07/2006
17.2;32.67;12/07/2006
17.2;37.46;13/07/2006
17.2;37.83;14/07/2006
17.2;38.08;15/07/2006
17.2;41.66;16/07/2006
17.2;43.48;17/07/2006
17.2;43.89;18/07/2006
17.2;43.17;19/07/2006
17.2;41.88;20/07/2006
17.2;39.83;21/07/2006
17.2;37.44;22/07/2006
17.2;34.35;23/07/2006
17.2;31.41;24/07/2006
17.2;29.08;25/07/2006
17.2;26.25;26/07/2006
17.2;24.82;27/07/2006
17.2;22.6;28/07/2006
17.2;21.09;29/07/2006
17.2;20.8;30/07/2006
17.2;20.08;31/07/2006
17.6;19.94;01/08/2006
17.6;19.74;02/08/2006
17.6;20.25;03/08/2006
17.6;21.73;04/08/2006
17.6;23.38;05/08/2006
17.6;26.97;06/08/2006
17.6;30.66;07/08/2006
17.6;32.57;08/08/2006
17.6;36.25;09/08/2006
17.6;37.92;10/08/2006
17.6;40.03;11/08/2006
17.6;41.08;12/08/2006
17.6;42.1;13/08/2006
17.6;41.95;14/08/2006
17.6;41.44;15/08/2006
17.6;36.64;16/08/2006
17.6;32.98;17/08/2006
17.6;31.13;18/08/2006
17.6;31.54;19/08/2006
17.6;34.07;20/08/2006
17.6;34.91;21/08/2006
17.6;35.0;22/08/2006
17.6;34.78;23/08/2006
17.6;35.02;24/08/2006
17.6;35.06;25/08/2006
17.6;33.98;26/08/2006
17.6;34.36;27/08/2006
17.6;34.8;28/08/2006
17.6;34.84;29/08/2006
17.6;37.5;30/08/2006
17.6;40.58;31/08/2006
18.1;42.63;01/09/2006
18.1;50.08;02/09/2006
18.1;51.2;03/09/2006
18.1;52.79;04/09/2006
18.1;55.26;05/09/2006
18.1;54.72;06/09/2006
18.1;54.24;07/09/2006
18.1;52.74;08/09/2006
18.1;51.1;09/09/2006
18.1;50.79;10/09/2006
18.1;45.39;11/09/2006
18.1;46.01;12/09/2006
18.1;46.21;13/09/2006
18.1;46.47;14/09/2006
18.1;50.18;15/09/2006
18.1;52.0;16/09/2006
18.1;52.78;17/09/2006
18.1;53.43;18/09/2006
18.1;53.21;19/09/2006
18.1;53.14;20/09/2006
18.1;51.93;21/09/2006
18.1;51.53;22/09/2006
18.1;46.96;23/09/2006
18.1;43.12;24/09/2006
18.1;41.83;25/09/2006
18.1;42.27;26/09/2006
18.1;42.3;27/09/2006
18.1;43.59;28/09/2006
18.1;50.34;29/09/2006
18.1;50.2;30/09/2006
17.7;43.34;01/10/2006
17.7;40.46;02/10/2006
17.7;38.27;03/10/2006
17.7;37.36;04/10/2006
17.7;35.46;05/10/2006
17.7;32.49;06/10/2006
17.7;30.27;07/10/2006
17.7;28.0;08/10/2006
17.7;25.41;09/10/2006
17.7;27.83;10/10/2006
17.7;25.43;11/10/2006
17.7;29.75;12/10/2006
17.7;28.4;13/10/2006
17.7;26.19;14/10/2006
17.7;31.39;15/10/2006
17.7;35.53;16/10/2006
17.7;38.56;17/10/2006
17.7;40.96;18/10/2006
17.7;44.08;19/10/2006
17.7;44.92;20/10/2006
17.7;50.54;21/10/2006
17.7;52.44;22/10/2006
17.7;53.16;23/10/2006
17.7;53.44;24/10/2006
17.7;53.39;25/10/2006
17.7;50.98;26/10/2006
17.7;45.85;27/10/2006
17.7;42.16;28/10/2006
17.7;37.41;29/10/2006
17.7;35.11;30/10/2006
17.7;34.43;31/10/2006
17.0;37.03;01/11/2006
17.0;36.45;02/11/2006
17.0;32.55;03/11/2006
17.0;29.11;04/11/2006
17.0;28.49;05/11/2006
17.0;26.11;06/11/2006
17.0;28.17;07/11/2006
17.0;33.43;08/11/2006
17.0;38.68;09/11/2006
17.0;42.0;10/11/2006
17.0;45.04;11/11/2006
17.0;50.76;12/11/2006
17.0;52.58;13/11/2006
17.0;54.49;14/11/2006
17.0;55.54;15/11/2006
17.0;56.67;16/11/2006
17.0;56.78;17/11/2006
17.0;55.93;18/11/2006
17.0;53.3;19/11/2006
17.0;47.91;20/11/2006
17.0;42.85;21/11/2006
17.0;39.21;22/11/2006
17.0;37.81;23/11/2006
17.0;35.73;24/11/2006
17.0;33.18;25/11/2006
17.0;31.61;26/11/2006
17.0;30.98;27/11/2006
17.0;29.95;28/11/2006
17.0;24.01;29/11/2006
17.0;23.64;30/11/2006
15.5;24.06;01/12/2006
15.5;32.07;02/12/2006
15.5;38.32;03/12/2006
15.5;43.84;04/12/2006
15.5;50.96;05/12/2006
15.5;53.61;06/12/2006
15.5;55.9;07/12/2006
15.5;57.96;08/12/2006
15.5;59.41;09/12/2006
15.5;60.65;10/12/2006
15.5;61.35;11/12/2006
15.5;60.98;12/12/2006
15.5;58.67;13/12/2006
15.5;52.87;14/12/2006
15.5;47.26;15/12/2006
15.5;43.22;16/12/2006
15.5;40.67;17/12/2006
15.5;39.28;18/12/2006
15.5;37.28;19/12/2006
15.5;32.06;20/12/2006
15.5;31.18;21/12/2006
15.5;27.75;22/12/2006
15.5;27.25;23/12/2006
15.5;26.48;24/12/2006
15.5;27.45;25/12/2006
15.5;36.75;26/12/2006
15.5;41.42;27/12/2006
15.5;50.32;28/12/2006
15.5;52.98;29/12/2006
15.5;55.5;30/12/2006
15.5;57.66;31/12/2006
14.3;60.03;01/01/2007
14.3;61.4;02/01/2007
14.3;62.44;03/01/2007
14.3;62.58;04/01/2007
14.3;61.72;05/01/2007
14.3;58.78;06/01/2007
14.3;52.64;07/01/2007
14.3;47.01;08/01/2007
14.3;44.54;09/01/2007
14.3;41.13;10/01/2007
14.3;38.46;11/01/2007
14.3;36.05;12/01/2007
14.3;34.0;13/01/2007
14.3;28.73;14/01/2007
14.3;27.93;15/01/2007
14.3;26.15;16/01/2007
14.3;28.04;17/01/2007
14.3;28.53;18/01/2007
14.3;37.16;19/01/2007
14.3;45.25;20/01/2007
14.3;53.07;21/01/2007
14.3;57.85;22/01/2007
14.3;61.82;23/01/2007
14.3;65.08;24/01/2007
14.3;68.17;25/01/2007
14.3;69.89;26/01/2007
14.3;71.05;27/01/2007
14.3;72.11;28/01/2007
14.3;72.07;29/01/2007
14.3;69.36;30/01/2007
14.3;61.28;31/01/2007
13.8;55.43;01/02/2007
13.8;51.51;02/02/2007
13.8;48.5;03/02/2007
13.8;46.59;04/02/2007
13.8;45.12;05/02/2007
13.8;42.22;06/02/2007
13.8;40.36;07/02/2007
13.8;38.73;08/02/2007
13.8;37.76;09/02/2007
13.8;35.13;10/02/2007
13.8;38.61;11/02/2007
13.8;45.89;12/02/2007
13.8;56.12;13/02/2007
13.8;64.24;14/02/2007
13.8;69.7;15/02/2007
13.8;72.48;16/02/2007
13.8;73.82;17/02/2007
13.8;74.94;18/02/2007
13.8;75.19;19/02/2007
13.8;74.57;20/02/2007
13.8;73.75;21/02/2007
13.8;71.54;22/02/2007
13.8;68.22;23/02/2007
13.8;62.57;24/02/2007
13.8;58.82;25/02/2007
13.8;55.87;26/02/2007
13.8;53.21;27/02/2007
13.8;51.86;28/02/2007
13.8;51.25;01/03/2007
13.8;50.34;02/03/2007
13.8;49.06;03/03/2007
13.8;49.16;04/03/2007
13.8;47.82;05/03/2007
13.8;46.93;06/03/2007
13.8;44.29;07/03/2007
13.8;45.12;08/03/2007
13.8;46.29;09/03/2007
13.8;51.11;10/03/2007
13.8;51.86;11/03/2007
13.8;53.99;12/03/2007
13.8;55.93;13/03/2007
13.8;58.58;14/03/2007
13.8;60.81;15/03/2007
13.8;60.94;16/03/2007
13.8;61.23;17/03/2007
13.8;60.04;18/03/2007
13.8;58.04;19/03/2007
13.8;55.2;20/03/2007
13.8;52.54;21/03/2007
13.8;50.31;22/03/2007
13.8;44.36;23/03/2007
13.8;43.37;24/03/2007
13.8;41.47;25/03/2007
13.8;40.43;26/03/2007
13.8;38.97;27/03/2007
13.8;38.96;28/03/2007
13.8;37.51;29/03/2007
13.8;37.55;30/03/2007
13.8;38.14;31/03/2007
15.2;39.41;01/04/2007
15.2;41.81;02/04/2007
15.2;43.91;03/04/2007
15.2;50.9;04/04/2007
15.2;52.82;05/04/2007
15.2;54.99;06/04/2007
15.2;57.42;07/04/2007
15.2;59.23;08/04/2007
15.2;60.71;09/04/2007
15.2;61.4;10/04/2007
15.2;61.43;11/04/2007
15.2;59.21;12/04/2007
15.2;52.69;13/04/2007
15.2;46.85;14/04/2007
15.2;41.21;15/04/2007
15.2;38.94;16/04/2007
15.2;35.9;17/04/2007
15.2;35.82;18/04/2007
15.2;36.11;19/04/2007
15.2;30.73;20/04/2007
15.2;30.01;21/04/2007
15.2;28.59;22/04/2007
15.2;26.49;23/04/2007
15.2;34.96;24/04/2007
15.2;42.03;25/04/2007
15.2;47.24;26/04/2007
15.2;55.46;27/04/2007
15.2;62.19;28/04/2007
15.2;67.07;29/04/2007
15.2;71.14;30/04/2007
16.5;73.33;01/05/2007
16.5;74.67;02/05/2007
16.5;74.89;03/05/2007
16.5;74.89;04/05/2007
16.5;73.24;05/05/2007
16.5;69.09;06/05/2007
16.5;64.1;07/05/2007
16.5;61.47;08/05/2007
16.5;58.49;09/05/2007
16.5;56.38;10/05/2007
16.5;55.75;11/05/2007
16.5;56.01;12/05/2007
16.5;55.6;13/05/2007
16.5;54.93;14/05/2007
16.5;53.95;15/05/2007
16.5;53.62;16/05/2007
16.5;52.6;17/05/2007
16.5;53.9;18/05/2007
16.5;56.72;19/05/2007
16.5;59.36;20/05/2007
16.5;63.18;21/05/2007
16.5;67.93;22/05/2007
16.5;72.27;23/05/2007
16.5;75.56;24/05/2007
16.5;76.03;25/05/2007
16.5;74.17;26/05/2007
16.5;69.06;27/05/2007
16.5;66.72;28/05/2007
16.5;65.15;29/05/2007
16.5;64.02;30/05/2007
16.5;62.31;31/05/2007
17.3;61.04;01/06/2007
17.3;60.44;02/06/2007
17.3;59.82;03/06/2007
17.3;59.64;04/06/2007
17.3;59.26;05/06/2007
17.3;58.62;06/06/2007
17.3;58.45;07/06/2007
17.3;57.76;08/06/2007
17.3;57.11;09/06/2007
17.3;56.84;10/06/2007
17.3;56.86;11/06/2007
17.3;56.59;12/06/2007
17.3;56.56;13/06/2007
17.3;56.97;14/06/2007
17.3;57.82;15/06/2007
17.3;59.27;16/06/2007
17.3;60.55;17/06/2007
17.3;62.16;18/06/2007
17.3;62.57;19/06/2007
17.3;62.57;20/06/2007
17.3;61.86;21/06/2007
17.3;60.46;22/06/2007
17.3;57.69;23/06/2007
17.3;53.54;24/06/2007
17.3;50.6;25/06/2007
17.3;44.32;26/06/2007
17.3;41.62;27/06/2007
17.3;39.79;28/06/2007
17.3;37.97;29/06/2007
17.3;35.21;30/06/2007
17.2;34.29;01/07/2007
17.2;33.47;02/07/2007
17.2;31.88;03/07/2007
17.2;30.77;04/07/2007
17.2;33.96;05/07/2007
17.2;37.59;06/07/2007
17.2;40.25;07/07/2007
17.2;43.04;08/07/2007
17.2;50.3;09/07/2007
17.2;52.75;10/07/2007
17.2;54.75;11/07/2007
17.2;57.22;12/07/2007
17.2;58.57;13/07/2007
17.2;58.81;14/07/2007
17.2;58.77;15/07/2007
17.2;57.6;16/07/2007
17.2;55.46;17/07/2007
17.2;51.47;18/07/2007
17.2;47.47;19/07/2007
17.2;44.08;20/07/2007
17.2;43.34;21/07/2007
17.2;42.97;22/07/2007
17.2;43.13;23/07/2007
17.2;42.34;24/07/2007
17.2;43.37;25/07/2007
17.2;43.42;26/07/2007
17.2;43.32;27/07/2007
17.2;42.96;28/07/2007
17.2;43.58;29/07/2007
17.2;44.35;30/07/2007
17.2;46.89;31/07/2007
17.6;48.43;01/08/2007
17.6;51.66;02/08/2007
17.6;54.28;03/08/2007
17.6;57.22;04/08/2007
17.6;58.39;05/08/2007
17.6;59.37;06/08/2007
17.6;59.76;07/08/2007
17.6;59.88;08/08/2007
17.6;58.85;09/08/2007
17.6;57.64;10/08/2007
17.6;55.86;11/08/2007
17.6;54.29;12/08/2007
17.6;52.65;13/08/2007
17.6;51.02;14/08/2007
17.6;49.41;15/08/2007
17.6;46.95;16/08/2007
17.6;46.57;17/08/2007
17.6;46.71;18/08/2007
17.6;44.97;19/08/2007
17.6;44.5;20/08/2007
17.6;42.27;21/08/2007
17.6;41.26;22/08/2007
17.6;38.51;23/08/2007
17.6;38.16;24/08/2007
17.6;36.87;25/08/2007
17.6;35.45;26/08/2007
17.6;34.78;27/08/2007
17.6;34.06;28/08/2007
17.6;34.12;29/08/2007
17.6;33.95;30/08/2007
17.6;34.87;31/08/2007
18.1;34.98;01/09/2007
18.1;35.35;02/09/2007
18.1;34.72;03/09/2007
18.1;34.93;04/09/2007
18.1;36.15;05/09/2007
18.1;38.47;06/09/2007
18.1;38.44;07/09/2007
18.1;38.13;08/09/2007
18.1;34.46;09/09/2007
18.1;35.64;10/09/2007
18.1;33.83;11/09/2007
18.1;32.97;12/09/2007
18.1;32.28;13/09/2007
18.1;31.77;14/09/2007
18.1;33.72;15/09/2007
18.1;34.23;16/09/2007
18.1;37.85;17/09/2007
18.1;43.34;18/09/2007
18.1;46.25;19/09/2007
18.1;52.15;20/09/2007
18.1;55.04;21/09/2007
18.1;57.04;22/09/2007
18.1;58.61;23/09/2007
18.1;59.44;24/09/2007
18.1;60.01;25/09/2007
18.1;59.51;26/09/2007
18.1;57.84;27/09/2007
18.1;53.91;28/09/2007
18.1;50.98;29/09/2007
18.1;45.47;30/09/2007
17.7;45.37;01/10/2007
17.7;41.99;02/10/2007
17.7;39.55;03/10/2007
17.7;36.83;04/10/2007
17.7;33.34;05/10/2007
17.7;35.09;06/10/2007
17.7;32.29;07/10/2007
17.7;30.95;08/10/2007
17.7;34.45;09/10/2007
17.7;41.69;10/10/2007
17.7;41.61;11/10/2007
17.7;46.19;12/10/2007
17.7;49.01;13/10/2007
17.7;52.59;14/10/2007
17.7;55.13;15/10/2007
17.7;57.08;16/10/2007
17.7;58.11;17/10/2007
17.7;58.81;18/10/2007
17.7;58.08;19/10/2007
17.7;57.2;20/10/2007
17.7;54.21;21/10/2007
17.7;51.01;22/10/2007
17.7;46.67;23/10/2007
17.7;46.27;24/10/2007
17.7;45.29;25/10/2007
17.7;44.67;26/10/2007
17.7;45.18;27/10/2007
17.7;44.07;28/10/2007
17.7;43.57;29/10/2007
17.7;40.79;30/10/2007
17.7;39.65;31/10/2007
17.0;40.65;01/11/2007
17.0;39.97;02/11/2007
17.0;40.72;03/11/2007
17.0;44.36;04/11/2007
17.0;46.94;05/11/2007
17.0;51.11;06/11/2007
17.0;53.7;07/11/2007
17.0;55.15;08/11/2007
17.0;57.15;09/11/2007
17.0;58.23;10/11/2007
17.0;58.3;11/11/2007
17.0;57.86;12/11/2007
17.0;57.3;13/11/2007
17.0;55.16;14/11/2007
17.0;52.65;15/11/2007
17.0;51.04;16/11/2007
17.0;46.88;17/11/2007
17.0;45.01;18/11/2007
17.0;44.33;19/11/2007
17.0;43.89;20/11/2007
17.0;43.01;21/11/2007
17.0;42.19;22/11/2007
17.0;41.68;23/11/2007
17.0;39.43;24/11/2007
17.0;38.43;25/11/2007
17.0;41.81;26/11/2007
17.0;43.75;27/11/2007
17.0;49.37;28/11/2007
17.0;53.9;29/11/2007
17.0;57.26;30/11/2007
15.5;60.22;01/12/2007
15.5;62.33;02/12/2007
15.5;63.31;03/12/2007
15.5;63.34;04/12/2007
15.5;62.94;05/12/2007
15.5;62.77;06/12/2007
15.5;62.39;07/12/2007
15.5;60.04;08/12/2007
15.5;56.03;09/12/2007
15.5;52.92;10/12/2007
15.5;50.29;11/12/2007
15.5;44.32;12/12/2007
15.5;43.59;13/12/2007
15.5;42.77;14/12/2007
15.5;41.62;15/12/2007
15.5;42.52;16/12/2007
15.5;42.83;17/12/2007
15.5;43.17;18/12/2007
15.5;43.21;19/12/2007
15.5;45.64;20/12/2007
15.5;46.81;21/12/2007
15.5;47.44;22/12/2007
15.5;48.57;23/12/2007
15.5;46.4;24/12/2007
15.5;46.73;25/12/2007
15.5;46.31;26/12/2007
15.5;46.45;27/12/2007
15.5;44.98;28/12/2007
15.5;44.01;29/12/2007
15.5;42.53;30/12/2007
15.5;42.74;31/12/2007
14.3;41.06;01/01/2008
14.3;40.21;02/01/2008
14.3;40.22;03/01/2008
14.3;40.57;04/01/2008
14.3;41.71;05/01/2008
14.3;41.06;06/01/2008
14.3;38.72;07/01/2008
14.3;38.85;08/01/2008
14.3;38.62;09/01/2008
14.3;37.86;10/01/2008
14.3;39.43;11/01/2008
14.3;39.12;12/01/2008
14.3;39.8;13/01/2008
14.3;40.49;14/01/2008
14.3;42.34;15/01/2008
14.3;42.95;16/01/2008
14.3;45.81;17/01/2008
14.3;46.62;18/01/2008
14.3;47.7;19/01/2008
14.3;48.42;20/01/2008
14.3;48.92;21/01/2008
14.3;49.39;22/01/2008
14.3;49.81;23/01/2008
14.3;50.14;24/01/2008
14.3;48.98;25/01/2008
14.3;49.28;26/01/2008
14.3;47.51;27/01/2008
14.3;46.25;28/01/2008
14.3;46.73;29/01/2008
14.3;46.23;30/01/2008
14.3;46.11;31/01/2008
13.8;45.97;01/02/2008
13.8;45.94;02/02/2008
13.8;45.84;03/02/2008
13.8;45.83;04/02/2008
13.8;46.07;05/02/2008
13.8;46.48;06/02/2008
13.8;46.21;07/02/2008
13.8;45.98;08/02/2008
13.8;47.1;09/02/2008
13.8;47.73;10/02/2008
13.8;48.34;11/02/2008
13.8;48.26;12/02/2008
13.8;50.67;13/02/2008
13.8;51.39;14/02/2008
13.8;51.54;15/02/2008
13.8;51.45;16/02/2008
13.8;51.14;17/02/2008
13.8;50.79;18/02/2008
13.8;50.05;19/02/2008
13.8;49.13;20/02/2008
13.8;48.54;21/02/2008
13.8;48.09;22/02/2008
13.8;47.59;23/02/2008
13.8;46.17;24/02/2008
13.8;46.94;25/02/2008
13.8;46.71;26/02/2008
13.8;46.54;27/02/2008
13.8;44.42;28/02/2008
13.8;44.33;29/02/2008
13.8;44.47;01/03/2008
13.8;44.6;02/03/2008
13.8;45.1;03/03/2008
13.8;44.73;04/03/2008
13.8;45.05;05/03/2008
13.8;44.96;06/03/2008
13.8;45.01;07/03/2008
13.8;44.44;08/03/2008
13.8;45.21;09/03/2008
13.8;44.14;10/03/2008
13.8;43.52;11/03/2008
13.8;42.65;12/03/2008
13.8;42.19;13/03/2008
13.8;40.84;14/03/2008
13.8;41.06;15/03/2008
13.8;40.05;16/03/2008
13.8;39.55;17/03/2008
13.8;39.25;18/03/2008
13.8;39.08;19/03/2008
13.8;38.75;20/03/2008
13.8;38.93;21/03/2008
13.8;38.6;22/03/2008
13.8;38.54;23/03/2008
13.8;38.2;24/03/2008
13.8;39.12;25/03/2008
13.8;39.96;26/03/2008
13.8;41.05;27/03/2008
13.8;42.21;28/03/2008
13.8;43.74;29/03/2008
13.8;45.08;30/03/2008
13.8;50.24;31/03/2008
15.2;51.26;01/04/2008
15.2;51.13;02/04/2008
15.2;50.89;03/04/2008
15.2;50.35;04/04/2008
15.2;45.52;05/04/2008
15.2;44.76;06/04/2008
15.2;44.35;07/04/2008
15.2;43.89;08/04/2008
15.2;43.89;09/04/2008
15.2;44.28;10/04/2008
15.2;44.03;11/04/2008
15.2;44.52;12/04/2008
15.2;44.66;13/04/2008
15.2;44.31;14/04/2008
15.2;44.82;15/04/2008
